"trend","number","account","priority","sys_created_on","resolved_at","TTR_seconds","TTR","SLA_Business_Time_seconds","SLA_Business_Time","SLA_Duration_seconds","SLA_Duration","short_description"
"Audit / IG / access investigation","CS1729164","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","04/02/2026 11:05:23","",,"","","","","","Integration Flags issue for new Patientrack Process"
"Audit / IG / access investigation","CS1729202","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","04/02/2026 11:29:14","17/02/2026 09:15:07","1115153","12 days, 21 hrs, 45 mins","343085.0","3 days, 23 hrs, 18 mins","688685.0","7 days, 23 hrs, 18 mins","NHS 111 Integration - Schedules within Symphony"
"Audit / IG / access investigation","CS1729850","Aneurin Bevan University Healthboard","4 - Low","05/02/2026 10:15:10","24/02/2026 09:19:04","1638234","18 days, 23 hrs, 3 mins","212216.0","2 days, 10 hrs, 56 mins","962202.0","11 days, 3 hrs, 16 mins","Batch Printing Issue"
"DAD / HL7 / interface messaging","CS1729891","Isle Of Wight NHS Trust","4 - Low","05/02/2026 10:40:28","05/02/2026 11:04:56","1468","0 days, 0 hrs, 24 mins","1468.0","24 mins","1468.0","24 mins","DAD Reset"
"Audit / IG / access investigation","CS1730111","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","05/02/2026 13:03:13","11/02/2026 10:12:11","508138","5 days, 21 hrs, 8 mins","96033.0","1 days, 2 hrs, 40 mins","441633.0","5 days, 2 hrs, 40 mins","Audit Request - Account Changes "
"DAD / HL7 / interface messaging","CS1731024","North West Anglia NHS Foundation Trust","3 - Medium","06/02/2026 15:08:56","06/02/2026 16:59:01","6605","0 days, 1 hrs, 50 mins","6275.0","1 hrs, 44 mins","6275.0","1 hrs, 44 mins","restart SCR/CPIS"
"Audit / IG / access investigation","CS1731703","North West Anglia NHS Foundation Trust","4 - Low","09/02/2026 11:51:16","09/02/2026 13:53:34","7338","0 days, 2 hrs, 2 mins","3977.0","1 hrs, 6 mins","3977.0","1 hrs, 6 mins","Audit 26-02"
"DAD / HL7 / interface messaging","CS1733508","Swansea Bay University Health Board","3 - Medium","11/02/2026 10:45:31","11/02/2026 15:14:46","16155","0 days, 4 hrs, 29 mins","14670.0","4 hrs, 4 mins","14670.0","4 hrs, 4 mins","DHCW Integration services unable to send Pathology results to WEDS symphony"
"DAD / HL7 / interface messaging","CS1733525","University Hospital Southampton NHS Foundation Trust","4 - Low","11/02/2026 10:56:01","11/02/2026 16:39:59","20638","0 days, 5 hrs, 43 mins","4450.0","1 hrs, 14 mins","4450.0","1 hrs, 14 mins","outbound message stuck "
"DAD / HL7 / interface messaging","CS1733528","Children's Health Ireland","4 - Low","11/02/2026 10:58:53","26/02/2026 15:46:46","1313273","15 days, 4 hrs, 47 mins","54199.0","15 hrs, 3 mins","169399.0","1 days, 23 hrs, 3 mins","GP's not coming across from PAS system"
"DAD / HL7 / interface messaging","CS1733630","South Tees Hospitals NHS Foundation Trust","3 - Medium","11/02/2026 11:59:52","11/02/2026 15:26:32","12400","0 days, 3 hrs, 26 mins","11420.0","3 hrs, 10 mins","11420.0","3 hrs, 10 mins","Restart of Symphony DAD required."
"DAD / HL7 / interface messaging","CS1734044","Wye Valley NHS Trust","2 - High","12/02/2026 06:52:44","12/02/2026 08:55:27","7363","0 days, 2 hrs, 2 mins","4997.0","1 hrs, 23 mins","4997.0","1 hrs, 23 mins","DAD Restart"
"Audit / IG / access investigation","CS1734959","Swansea Bay University Health Board","3 - Medium","13/02/2026 10:30:23","20/02/2026 08:25:59","597336","6 days, 21 hrs, 55 mins","21168.0","5 hrs, 52 mins","74927.0","20 hrs, 48 mins","Duty Clinician Date Expired"
"Audit / IG / access investigation","CS1735135","Mid Yorkshire Teaching NHS Trust","3 - Medium","13/02/2026 12:50:47","18/02/2026 10:56:54","425167","4 days, 22 hrs, 6 mins","24278.0","6 hrs, 44 mins","254678.0","2 days, 22 hrs, 44 mins","FW: List of patients with Penicillamine as allergy"
"DAD / HL7 / interface messaging","CS1735426","Health Service Executive","3 - Medium","13/02/2026 15:10:21","04/03/2026 00:29:29","1588748","18 days, 9 hrs, 19 mins","62250.0","17 hrs, 17 mins","179083.0","2 days, 1 hrs, 44 mins","GP not Letters pulling the Diagnosis from Symphony "
"DAD / HL7 / interface messaging","CS1735935","Wye Valley NHS Trust","3 - Medium","15/02/2026 14:09:23","16/02/2026 08:01:50","64347","0 days, 17 hrs, 52 mins","0.0","","64347.0","17 hrs, 52 mins","Dad restart required"
"Audit / IG / access investigation","CS1737589","South Tees Hospitals NHS Foundation Trust","3 - Medium","18/02/2026 08:58:39","18/02/2026 15:59:22","25243","0 days, 7 hrs, 0 mins","2124.0","35 mins","2205.0","36 mins","Audit request"
"DAD / HL7 / interface messaging","CS1738233","Gibraltar Health Authority (GHA)","3 - Medium","18/02/2026 23:08:33","27/02/2026 13:51:31","744178","8 days, 14 hrs, 42 mins","15297.0","4 hrs, 14 mins","50784.0","14 hrs, 6 mins","OOH call, Symphony lost connection"
"Audit / IG / access investigation","CS1738714","Northern Health and Social Care Trust","4 - Low","19/02/2026 14:17:37","26/02/2026 10:03:50","589573","6 days, 19 hrs, 46 mins","94155.0","1 days, 2 hrs, 9 mins","353355.0","4 days, 2 hrs, 9 mins","DAD Messages Status"
"DAD / HL7 / interface messaging","CS1739668","Children's Health Ireland","3 - Medium","20/02/2026 18:52:04","23/02/2026 08:46:30","222866","2 days, 13 hrs, 54 mins","0.0","","222866.0","2 days, 13 hrs, 54 mins","Patients not going across from iPMS to Symphony"
"DAD / HL7 / interface messaging","CS1739937","South Tees Hospitals NHS Foundation Trust","3 - Medium","23/02/2026 10:27:27","27/02/2026 09:41:38","342851","3 days, 23 hrs, 14 mins","112451.0","1 days, 7 hrs, 14 mins","342851.0","3 days, 23 hrs, 14 mins","Restart of DAD required"
"Audit / IG / access investigation","CS1740025","Aneurin Bevan University Healthboard","4 - Low","23/02/2026 11:19:39","27/02/2026 11:28:14","346115","4 days, 0 hrs, 8 mins","9522.0","2 hrs, 38 mins","9522.0","2 hrs, 38 mins","Patient Merge Potential Missing Data"
"Performance / outage / errors","CS1740547","Mid Yorkshire Teaching NHS Trust","2 - High","24/02/2026 09:01:32","26/02/2026 17:04:58","201806","2 days, 8 hrs, 3 mins","43221.0","12 hrs","43519.0","12 hrs, 5 mins","Users unable to log onto Symphony"
"Audit / IG / access investigation","CS1741245","Leeds Teaching Hospitals NHS Trust","4 - Low","25/02/2026 07:58:50","03/03/2026 14:49:21","543031","6 days, 6 hrs, 50 mins","30436.0","8 hrs, 27 mins","30506.0","8 hrs, 28 mins","ECDS data and submission"
"DAD / HL7 / interface messaging","CS1742210","Western Sussex Hospitals NHS Trust","3 - Medium","26/02/2026 10:00:11","27/02/2026 08:12:19","79928","0 days, 22 hrs, 12 mins","16704.0","4 hrs, 38 mins","16824.0","4 hrs, 40 mins","Worthing - A08"
"Audit / IG / access investigation","CS1742484","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","26/02/2026 12:44:23","27/02/2026 09:16:01","73898","0 days, 20 hrs, 31 mins","7906.0","2 hrs, 11 mins","7906.0","2 hrs, 11 mins","Audit Request - access to patient record"
"Audit / IG / access investigation","CS1742729","Isle Of Wight NHS Trust","4 - Low","26/02/2026 16:09:37","27/02/2026 10:25:50","65773","0 days, 18 hrs, 16 mins","6372.0","1 hrs, 46 mins","63972.0","17 hrs, 46 mins","Patient audit"
"Audit / IG / access investigation","CS1742839","Leeds Teaching Hospitals NHS Trust","4 - Low","27/02/2026 08:18:18","02/03/2026 16:41:07","289369","3 days, 8 hrs, 22 mins","38991.0","10 hrs, 49 mins","38991.0","10 hrs, 49 mins","BRM Grey Team"
"Audit / IG / access investigation","CS1742850","Western Sussex Hospitals NHS Trust","3 - Medium","27/02/2026 08:38:37","27/02/2026 12:08:37","12600","0 days, 3 hrs, 30 mins","11317.0","3 hrs, 8 mins","12600.0","3 hrs, 30 mins","A03 - Message - Please assign to Konrad"
"Audit / IG / access investigation","CS1743239","Brighton And Sussex University Hospitals NHS Trust","3 - Medium","27/02/2026 13:33:41","17/03/2026 12:48:27","1552486","17 days, 23 hrs, 14 mins","342886.0","3 days, 23 hrs, 14 mins","1552486.0","17 days, 23 hrs, 14 mins","A02 Messages failing to trigger "
"Audit / IG / access investigation","CS1743285","Betsi Cadwaladr University Healthboard","4 - Low","27/02/2026 14:17:11","11/03/2026 13:41:44","1034673","11 days, 23 hrs, 24 mins","149707.0","1 days, 17 hrs, 35 mins","840907.0","9 days, 17 hrs, 35 mins","launching thick client in Wrexham ED  on MUD desktop"
"Audit / IG / access investigation","CS1743747","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","02/03/2026 10:27:28","13/03/2026 14:27:01","964773","11 days, 3 hrs, 59 mins","325424.0","3 days, 18 hrs, 23 mins","627824.0","7 days, 6 hrs, 23 mins","eNotes Created by ID field"
"Audit / IG / access investigation","CS1743884","Northern Lincolnshire And Goole NHS Foundation Trust","4 - Low","02/03/2026 11:45:46","03/03/2026 17:21:21","106535","1 days, 5 hrs, 35 mins","53164.0","14 hrs, 46 mins","96364.0","1 days, 2 hrs, 46 mins","Issues with Test DEP config"
"Performance / outage / errors","CS1744007","Isle Of Wight NHS Trust","4 - Low","02/03/2026 13:04:10","09/03/2026 16:48:52","618282","7 days, 3 hrs, 44 mins","35306.0","9 hrs, 48 mins","92906.0","1 days, 1 hrs, 48 mins","Slowness loading midas images"
"DAD / HL7 / interface messaging","CS1744109","Swansea Bay University Health Board","3 - Medium","02/03/2026 14:26:20","02/03/2026 14:57:17","1857","0 days, 0 hrs, 30 mins","1857.0","30 mins","1857.0","30 mins","MPI and Omnicell outbound messages queued"
"DAD / HL7 / interface messaging","CS1744138","South Tees Hospitals NHS Foundation Trust","3 - Medium","02/03/2026 14:48:35","05/03/2026 10:14:23","242748","2 days, 19 hrs, 25 mins","64865.0","18 hrs, 1 mins","180065.0","2 days, 2 hrs, 1 mins","Symphony live patching"
"Audit / IG / access investigation","CS1744351","Bedford Hospital NHS Trust","4 - Low","03/03/2026 08:37:14","10/04/2026 02:19:28","3260534","37 days, 17 hrs, 42 mins","318902.0","3 days, 16 hrs, 35 mins","1188194.0","13 days, 18 hrs, 3 mins","Bedford Symphony Test Interop to ICE"
"Audit / IG / access investigation","CS1744893","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","03/03/2026 14:19:57","19/03/2026 13:40:20","1380023","15 days, 23 hrs, 20 mins","170908.0","1 days, 23 hrs, 28 mins","343708.0","3 days, 23 hrs, 28 mins","Message Definition Issue"
"Audit / IG / access investigation","CS1745113","Western Sussex Hospitals NHS Trust","3 - Medium","04/03/2026 08:03:18","",,"","","","","","Advanced filters"
"DAD / HL7 / interface messaging","CS1745524","South Tees Hospitals NHS Foundation Trust","3 - Medium","04/03/2026 12:41:53","04/03/2026 13:30:19","2906","0 days, 0 hrs, 48 mins","","","","","MIYA is not receiving any messages from EIE"
"Audit / IG / access investigation","CS1745889","North West Anglia NHS Foundation Trust","3 - Medium","05/03/2026 08:43:19","05/03/2026 10:36:22","6783","0 days, 1 hrs, 53 mins","","","","","Restart SCR/CPIS/JBOSS thingies"
"DAD / HL7 / interface messaging","CS1746541","Mid Yorkshire Teaching NHS Trust","4 - Low","05/03/2026 15:35:04","06/03/2026 12:08:43","74019","0 days, 20 hrs, 33 mins","16419.0","4 hrs, 33 mins","74019.0","20 hrs, 33 mins","Remove DOD from Symphony"
"Audit / IG / access investigation","CS1746976","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","06/03/2026 12:23:32","09/03/2026 15:20:04","269792","3 days, 2 hrs, 56 mins","23093.0","6 hrs, 24 mins","253493.0","2 days, 22 hrs, 24 mins","Special Case alert audit "
"Audit / IG / access investigation","CS1747422","Northern Lincolnshire And Goole NHS Foundation Trust","4 - Low","09/03/2026 10:07:38","01/05/2026 11:12:35","4583097","53 days, 1 hrs, 4 mins","1095420.0","12 days, 16 hrs, 17 mins","2175420.0","25 days, 4 hrs, 17 mins","Triage enotes coming up at Discharge"
"Audit / IG / access investigation","CS1747576","Western Health and Social Care Trust","3 - Medium","09/03/2026 11:45:27","12/03/2026 15:16:08","271841","3 days, 3 hrs, 30 mins","","","","","e-audit request"
"Audit / IG / access investigation","CS1747791","Mid Yorkshire Teaching NHS Trust","4 - Low","09/03/2026 14:22:13","10/03/2026 14:33:29","87076","1 days, 0 hrs, 11 mins","29476.0","8 hrs, 11 mins","87076.0","1 days, 11 mins","Symphony user information"
"DAD / HL7 / interface messaging","CS1748017","Health Service Executive","2 - High","09/03/2026 21:06:47","09/03/2026 21:34:16","1649","0 days, 0 hrs, 27 mins","1649.0","27 mins","1649.0","27 mins","Messages not going through to pas"
"DAD / HL7 / interface messaging","CS1748482","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","10/03/2026 13:27:15","10/03/2026 16:41:36","11661","0 days, 3 hrs, 14 mins","11661.0","3 hrs, 14 mins","11661.0","3 hrs, 14 mins","Patient has been double Booked"
"DAD / HL7 / interface messaging","CS1748861","Leeds Teaching Hospitals NHS Trust","3 - Medium","11/03/2026 09:38:34","",,"","","","","","patient not showing on report"
"Performance / outage / errors","CS1749091","Swansea Bay University Health Board","3 - Medium","11/03/2026 12:26:14","31/03/2026 00:29:29","1684995","19 days, 12 hrs, 3 mins","2883.0","48 mins","2883.0","48 mins","System running slow - Awaiting reinstall"
"DAD / HL7 / interface messaging","CS1749152","Mid Yorkshire Teaching NHS Trust","2 - High","11/03/2026 13:21:43","12/03/2026 15:34:49","94386","1 days, 2 hrs, 13 mins","8565.0","2 hrs, 22 mins","14394.0","3 hrs, 59 mins","EIE/DAD restart"
"DAD / HL7 / interface messaging","CS1749434","Wye Valley NHS Trust","3 - Medium","12/03/2026 06:51:21","12/03/2026 08:40:18","6537","0 days, 1 hrs, 48 mins","0.0","","5905.0","1 hrs, 38 mins","AE Comm Point Down"
"Audit / IG / access investigation","CS1750415","Health Service Executive","4 - Low","13/03/2026 11:42:09","17/03/2026 15:11:35","358166","4 days, 3 hrs, 29 mins","","","","","Query"
"Audit / IG / access investigation","CS1751663","Aneurin Bevan University Healthboard","3 - Medium","17/03/2026 08:04:42","17/03/2026 09:00:16","3334","0 days, 0 hrs, 55 mins","16.0","","3159.0","52 mins","Dep Config Locked"
"Audit / IG / access investigation","CS1751856","Betsi Cadwaladr University Healthboard","4 - Low","17/03/2026 10:21:39","25/03/2026 12:11:26","697787","8 days, 1 hrs, 49 mins","75164.0","20 hrs, 52 mins","190364.0","2 days, 4 hrs, 52 mins","error message when building e-audit"
"Audit / IG / access investigation","CS1755879","Isle Of Wight NHS Trust","4 - Low","23/03/2026 11:13:49","23/03/2026 14:00:14","9985","0 days, 2 hrs, 46 mins","9985.0","2 hrs, 46 mins","9985.0","2 hrs, 46 mins","Audit on test patient"
"Audit / IG / access investigation","CS1756598","Gibraltar Health Authority (GHA)","4 - Low","24/03/2026 09:12:34","09/04/2026 11:50:56","1391902","16 days, 2 hrs, 38 mins","51258.0","14 hrs, 14 mins","108858.0","1 days, 6 hrs, 14 mins","Audit report on patient access not showing all access data"
"DAD / HL7 / interface messaging","CS1756737","Isle Of Wight NHS Trust","4 - Low","24/03/2026 10:21:12","27/03/2026 16:30:46","281374","3 days, 6 hrs, 9 mins","","","","","DAD restart"
"DAD / HL7 / interface messaging","CS1759000","South Tees Hospitals NHS Foundation Trust","2 - High","27/03/2026 10:08:49","27/03/2026 10:18:19","570","0 days, 0 hrs, 9 mins","570.0","9 mins","570.0","9 mins","Issue with DAD"
"Audit / IG / access investigation","CS1759333","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","27/03/2026 14:35:17","30/03/2026 12:17:51","250954","2 days, 21 hrs, 42 mins","","","","","Error when logging into DEP config"
"Audit / IG / access investigation","CS1759570","North West Anglia NHS Foundation Trust","3 - Medium","30/03/2026 08:36:43","30/03/2026 09:44:46","4083","0 days, 1 hrs, 8 mins","1440.0","24 mins","2837.0","47 mins","Restart iis/jboss/dad"
"DAD / HL7 / interface messaging","CS1760262","Western Sussex Hospitals NHS Trust","3 - Medium","30/03/2026 17:26:22","30/03/2026 17:48:54","1352","0 days, 0 hrs, 22 mins","0.0","","1352.0","22 mins","Messages Not Coming Through"
"Audit / IG / access investigation","CS1760401","Torbay and South Devon NHS Foundation Trust","3 - Medium","31/03/2026 09:52:20","01/04/2026 10:59:44","90444","1 days, 1 hrs, 7 mins","22449.0","6 hrs, 14 mins","22449.0","6 hrs, 14 mins","Batch print - status failed"
"DAD / HL7 / interface messaging","CS1761301","Mid Yorkshire Teaching NHS Trust","4 - Low","01/04/2026 10:09:36","01/04/2026 13:05:05","10529","0 days, 2 hrs, 55 mins","10529.0","2 hrs, 55 mins","10529.0","2 hrs, 55 mins","Remove DOD from Symphony"
"Audit / IG / access investigation","CS1761620","Mid Yorkshire Teaching NHS Trust","3 - Medium","01/04/2026 13:57:22","01/04/2026 18:04:43","14841","0 days, 4 hrs, 7 mins","10958.0","3 hrs, 2 mins","14841.0","4 hrs, 7 mins","FW: PALS Enquiry PE108578 | "
"DAD / HL7 / interface messaging","CS1761802","Health Service Executive","2 - High","01/04/2026 16:31:12","07/04/2026 14:53:34","512542","5 days, 22 hrs, 22 mins","32652.0","9 hrs, 4 mins","492631.0","5 days, 16 hrs, 50 mins","PAS interface downtime"
"Audit / IG / access investigation","CS1763173","Mid Yorkshire Teaching NHS Trust","4 - Low","07/04/2026 14:15:19","07/04/2026 17:49:21","12842","0 days, 3 hrs, 34 mins","9881.0","2 hrs, 44 mins","12842.0","3 hrs, 34 mins",".Net Framework - 3.5 from Microsoft"
"Audit / IG / access investigation","CS1763563","Betsi Cadwaladr University Healthboard","3 - Medium","08/04/2026 10:21:05","14/04/2026 13:13:59","528774","6 days, 2 hrs, 52 mins","118989.0","1 days, 9 hrs, 3 mins","522189.0","6 days, 1 hrs, 3 mins","latest paed obs and  paed obs table failing to populate summary report in SSRS"
"Performance / outage / errors","CS1764246","Leeds Teaching Hospitals NHS Trust","3 - Medium","09/04/2026 10:09:58","30/04/2026 02:04:28","1785270","20 days, 15 hrs, 54 mins","14307.0","3 hrs, 58 mins","15343.0","4 hrs, 15 mins","Error logging into Live Symphony"
"Audit / IG / access investigation","CS1765328","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","10/04/2026 14:10:42","10/04/2026 16:53:57","9795","0 days, 2 hrs, 43 mins","","","","","Patient Record Audit"
"Audit / IG / access investigation","CS1765749","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","13/04/2026 09:08:39","13/04/2026 15:29:24","22845","0 days, 6 hrs, 20 mins","","","","","Patient Record Audit"
"Audit / IG / access investigation","CS1766802","Leeds Teaching Hospitals NHS Trust","3 - Medium","14/04/2026 08:02:25","01/05/2026 10:29:29","1477624","17 days, 2 hrs, 27 mins","543527.0","6 days, 6 hrs, 58 mins","1061927.0","12 days, 6 hrs, 58 mins","symphony locations "
"Audit / IG / access investigation","CS1767196","Aneurin Bevan University Healthboard","4 - Low","14/04/2026 11:26:42","05/05/2026 08:30:05","1803803","20 days, 21 hrs, 3 mins","181804.0","2 days, 2 hrs, 30 mins","358838.0","4 days, 3 hrs, 40 mins","Issue when Applying Midas Alert"
"DAD / HL7 / interface messaging","CS1767365","North West Anglia NHS Foundation Trust","3 - Medium","14/04/2026 12:58:56","14/04/2026 16:13:32","11676","0 days, 3 hrs, 14 mins","5020.0","1 hrs, 23 mins","5020.0","1 hrs, 23 mins","Restart SCR"
"Audit / IG / access investigation","CS1767719","Leeds Teaching Hospitals NHS Trust","3 - Medium","15/04/2026 07:32:17","20/04/2026 16:29:20","464223","5 days, 8 hrs, 57 mins","241108.0","2 days, 18 hrs, 58 mins","458771.0","5 days, 7 hrs, 26 mins","ECDS Failed"
"DAD / HL7 / interface messaging","CS1768313","South Tees Hospitals NHS Foundation Trust","3 - Medium","15/04/2026 14:02:13","15/04/2026 15:15:20","4387","0 days, 1 hrs, 13 mins","3330.0","55 mins","3330.0","55 mins","Replication issue"
"Audit / IG / access investigation","CS1768476","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","15/04/2026 16:02:51","16/04/2026 17:00:38","89867","1 days, 0 hrs, 57 mins","32229.0","8 hrs, 57 mins","89867.0","1 days, 57 mins","Staff Audit Request "
"DAD / HL7 / interface messaging","CS1768597","Wye Valley NHS Trust","3 - Medium","16/04/2026 07:15:54","16/04/2026 09:25:09","7755","0 days, 2 hrs, 9 mins","","","","","DAD Restart"
"Audit / IG / access investigation","CS1768680","South Tees Hospitals NHS Foundation Trust","3 - Medium","16/04/2026 09:18:32","16/04/2026 12:32:48","11656","0 days, 3 hrs, 14 mins","8554.0","2 hrs, 22 mins","8554.0","2 hrs, 22 mins","Replication issue"
"DAD / HL7 / interface messaging","CS1769590","North West Anglia NHS Foundation Trust","3 - Medium","17/04/2026 10:56:59","17/04/2026 11:33:32","2193","0 days, 0 hrs, 36 mins","","","","","restart jboss/iis/dad"
"DAD / HL7 / interface messaging","CS1770072","University Hospital Southampton NHS Foundation Trust","2 - High","20/04/2026 04:14:38","20/04/2026 12:58:32","31434","0 days, 8 hrs, 43 mins","3194.0","53 mins","3194.0","53 mins","OOH - HOSTED _ OPS Live DAD SERVER ALERT"
"Audit / IG / access investigation","CS1770119","Swansea Bay University Health Board","4 - Low","20/04/2026 08:47:13","26/05/2026 03:14:28","3090435","35 days, 18 hrs, 27 mins","198822.0","2 days, 7 hrs, 13 mins","707189.0","8 days, 4 hrs, 26 mins","Access to UAT for developers"
"DAD / HL7 / interface messaging","CS1770574","North West Anglia NHS Foundation Trust","3 - Medium","20/04/2026 12:54:32","20/04/2026 16:25:38","12666","0 days, 3 hrs, 31 mins","","","","","SCR is not working in Symphony"
"DAD / HL7 / interface messaging","CS1771038","Isle Of Wight NHS Trust","4 - Low","21/04/2026 09:38:07","21/04/2026 09:40:24","137","0 days, 0 hrs, 2 mins","137.0","2 mins","137.0","2 mins","invalid DOB error"
"Audit / IG / access investigation","CS1771506","North Cumbria Integrated Care NHS Foundation Trust","3 - Medium","21/04/2026 14:24:16","02/06/2026 12:04:34","3620418","41 days, 21 hrs, 40 mins","","","","","NHS 111 Integration - Schedules within Symphony"
"DAD / HL7 / interface messaging","CS1771829","Health Service Executive","3 - Medium","22/04/2026 10:11:33","22/04/2026 10:19:23","470","0 days, 0 hrs, 7 mins","470.0","7 mins","470.0","7 mins","Patient incorrectly set as Deceased."
"DAD / HL7 / interface messaging","CS1771981","North Cumbria Integrated Care NHS Foundation Trust","4 - Low","22/04/2026 11:47:14","27/04/2026 12:53:05","435951","5 days, 1 hrs, 5 mins","","","","","Possible Deletion of Attendance on incorrect patient"
"Audit / IG / access investigation","CS1772228","Health Service Executive","3 - Medium","22/04/2026 15:28:11","23/04/2026 12:35:06","76015","0 days, 21 hrs, 6 mins","7798.0","2 hrs, 9 mins","7798.0","2 hrs, 9 mins","PAS interface has stopped - St. Columcille's hospital."
"DAD / HL7 / interface messaging","CS1772488","NHS Ayrshire and Arran","3 - Medium","23/04/2026 10:18:55","27/04/2026 12:55:31","354996","4 days, 2 hrs, 36 mins","","","","","Radiology order not sent as expected"
"DAD / HL7 / interface messaging","CS1772631","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","23/04/2026 12:04:17","11/05/2026 17:32:40","1574903","18 days, 5 hrs, 28 mins","","","","","Symphony test outputting unescaped ampersand in Hl7"
"Audit / IG / access investigation","CS1772633","Northern Lincolnshire And Goole NHS Foundation Trust","4 - Low","23/04/2026 12:05:51","24/04/2026 10:12:13","79582","0 days, 22 hrs, 6 mins","18553.0","5 hrs, 9 mins","61753.0","17 hrs, 9 mins","Investigations and Treatment new DEPs"
"Audit / IG / access investigation","CS1772837","Luton And Dunstable Hospital NHS Foundation Trust","3 - Medium","23/04/2026 15:05:41","29/04/2026 14:34:32","516531","5 days, 23 hrs, 28 mins","","","","","Patient not Discharged"
"DAD / HL7 / interface messaging","CS1774139","Swansea Bay University Health Board","3 - Medium","27/04/2026 14:15:15","29/04/2026 15:32:01","177406","2 days, 1 hrs, 16 mins","6937.0","1 hrs, 55 mins","6937.0","1 hrs, 55 mins","Omnicell cabinet not displaying patient details"
"DAD / HL7 / interface messaging","CS1774225","North Cumbria Integrated Care NHS Foundation Trust","3 - Medium","27/04/2026 15:35:20","07/05/2026 10:12:25","844625","9 days, 18 hrs, 37 mins","","","","","Teddy Flags not present "
"Performance / outage / errors","CS1774330","Isle Of Wight NHS Trust","2 - High","28/04/2026 07:28:26","28/04/2026 14:52:44","26658","0 days, 7 hrs, 24 mins","9953.0","2 hrs, 45 mins","9953.0","2 hrs, 45 mins","Symphont running slow"
"Audit / IG / access investigation","CS1774860","Health Service Executive","4 - Low","28/04/2026 15:22:07","07/05/2026 16:16:48","780881","9 days, 0 hrs, 54 mins","","","","","Issue with patients appearing as RIP on symphony"
"Audit / IG / access investigation","CS1775698","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","29/04/2026 17:03:45","13/05/2026 17:47:20","1212215","14 days, 0 hrs, 43 mins","52708.0","14 hrs, 38 mins","112923.0","1 days, 7 hrs, 22 mins","Audit for BDGH-25-046633-1"
"Audit / IG / access investigation","CS1775722","Leeds Teaching Hospitals NHS Trust","3 - Medium","30/04/2026 07:46:52","05/05/2026 12:27:53","448861","5 days, 4 hrs, 41 mins","188873.0","2 days, 4 hrs, 27 mins","448861.0","5 days, 4 hrs, 41 mins","ECDS failed"
"Audit / IG / access investigation","CS1775945","Isle Of Wight NHS Trust","4 - Low","30/04/2026 11:07:56","30/04/2026 12:59:57","6721","0 days, 1 hrs, 52 mins","4749.0","1 hrs, 19 mins","4749.0","1 hrs, 19 mins","Access to diagnosis audit code spreadsheet"
"Performance / outage / errors","CS1776299","North Cumbria Integrated Care NHS Foundation Trust","3 - Medium","30/04/2026 16:03:18","06/05/2026 15:15:03","515505","5 days, 23 hrs, 11 mins","","","","","Unable to MIDAS due to error"
"Audit / IG / access investigation","CS1776534","Mid Yorkshire Teaching NHS Trust","4 - Low","01/05/2026 09:43:26","01/05/2026 15:23:11","20385","0 days, 5 hrs, 39 mins","20385.0","5 hrs, 39 mins","20385.0","5 hrs, 39 mins","Address change - 7745704"
"Performance / outage / errors","CS1776914","Brighton And Sussex University Hospitals NHS Trust","4 - Low","01/05/2026 14:15:02","29/05/2026 02:29:29","2376867","27 days, 12 hrs, 14 mins","293067.0","3 days, 9 hrs, 24 mins","1214667.0","14 days, 1 hrs, 24 mins","Symphony DBA Tunning Questions "
"DAD / HL7 / interface messaging","CS1776982","Mid Yorkshire Teaching NHS Trust","4 - Low","01/05/2026 15:23:27","05/05/2026 09:08:08","323081","3 days, 17 hrs, 44 mins","4120.0","1 hrs, 8 mins","4120.0","1 hrs, 8 mins","Remove DOD from Symphony"
"DAD / HL7 / interface messaging","CS1777353","Swansea Bay University Health Board","3 - Medium","05/05/2026 10:38:36","07/05/2026 08:03:30","163494","1 days, 21 hrs, 24 mins","7883.0","2 hrs, 11 mins","60293.0","16 hrs, 44 mins","DAD messages queueing for Omnicell feeds and MPI outbound"
"DAD / HL7 / interface messaging","CS1778306","Isle Of Wight NHS Trust","4 - Low","06/05/2026 12:45:30","06/05/2026 13:25:37","2407","0 days, 0 hrs, 40 mins","","","","","DAD restart"
"DAD / HL7 / interface messaging","CS1778604","Health Service Executive","3 - Medium","07/05/2026 03:58:36","07/05/2026 04:46:27","2871","0 days, 0 hrs, 47 mins","0.0","","2871.0","47 mins","Patients with duplicate MRNs"
