Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1771319,we have new PCS that need adding to the Robot,Data Management,Data Correction,High,"Case involves database scripts, stock level corrections, contract price fixes, or manual data fixes.",No
CS1771406,Emis/Robot mapping,Case Administration,Closure Management,Medium,"Case relates to ticket administration, duplicate handling, test cases, or closure.",No
CS1771623,Incorrect display of patient on eMM Clinical Checking list,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1771662,Reporting - issues with recharge challenges as reporting incorrectly,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1771767,Unable to add Rofecoxib to patient allergy list in EMIS,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1771774,User profiles.,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1771802,Adding terminal to ascribe database,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1771861,with Ascribe's listener issue on TGH-EPMA-APP,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1771894,Ascribe's listener issue on TGH-EPMA-APP,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1772004,C24-RWH01877 not syncing,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1772016,Advice regarding databases,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772074,Issue with Optum not having copy facility to process new product requests,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1772144,Deletion of order number 15125,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772150,Outstanding order on system needs deleting 12225,Data Management,Data Recovery,High,"Case involves record restoration, patient record merging, or deleted data recovery.",No
CS1772176,Nurse supply down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1772199,PSO issue when autherising,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1772205,Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772213,#1003263/ Second check still required for SC product listed on override,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1772216,creating for Test case (IGNORE),Case Administration,Closure Management,High,"Test ticket created in error, closed.",No
CS1772585,drug administration event engine failing,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1772644,Unable to see administration times on drug chart PT A634095,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1772678,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772695,our emis pharmacy system is currently not working,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772698,Case logged for On Call phone call,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772729,Not all items on picking ticket get transferred to the robot,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772737,Performance Issues,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1772772,User Fields,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1772781,Lifetime Episodes,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1772828,Product ID not found,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1772838,Trying to import a product,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1772960,Patient lock,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1773033,"One of the DR pcs is not connecting, shows an error message",Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1773165,Users unable to access the Application,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1773227,B8-RWH00002 BC reports not available,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1773247,Invoices passed not uploaded to gen fin - ( previous case CS1734958),Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1773310,EPMA Active X issue preventing labelling,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1773397,CS1740975 - Long standing SPID Report outages,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1773509,invoice did not go through to genfin,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1773510,case logged to record daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1773523,There's an alert come in for the SQL job 'EHSC_REPORT_LIVE - Overnight Job' fail,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1773558,Call came in from Stacy Holdsworth,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1773564,Test Server,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1773569,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1773595,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1773611,Sharepoint Access,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1773662,B15-RWH06795 not connected to reporting service,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1773718,Last paid price,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1773766,Our TIE Unable To Send Message To Ascribe,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1773847,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1773877,Not allowing staff to print printing tickets as the Physical Robot Dispensing...,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1773894,Robot link to dispensing terminals,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1773896,Duplicate Product Files,Data Management,Data Recovery,High,"Case involves record restoration, patient record merging, or deleted data recovery.",No
CS1774103,#1004116 Episode Closed for a patient in campion ward,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1774214,BCPC is failing to connect: HIS557794,Performance & Availability,Availability,High,"Case reports application outage, pharmacy system down, or service unavailability.",No
CS1774266,Currently do not have access to the EHSC - eMM Reports - Live to create reports,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1774325,Case logged for On Call phone call---03007907000,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1774400,Database Health Check Alert for EHSC_HAP_LIVE on ASCDBO01,Notifications & Communications,Alerts,High,Case relates to system alert configuration or missing automated alerts.,No
CS1774409,eMM Nurse Supply Request-By Supply Date desktop showing old data,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1774517,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1774546,Non DSS maintained product lines,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1774571,Is it possible to delete or remove old invoices?,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1774584,Changing headings in table in printed stock list,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1774712,Ward code,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1774757,eMM problem list not working correctly,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1774762,#1004498 Inhaler dose units,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1774913,event engine failure,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1774957,Add Terminal to robot interface.,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1774979,PAS messages stuck,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1774996,HL7 Messaging,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1775041,Unable to login to system,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1775109,ULTH Genfin batches created in error,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1775195,Supply Requests locked in eMM PMR desktop,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1775421,Paracetamol PRN multi-route displaying an error,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1775462,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1775494,"Patient disaperead after merge, Urgent....",Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1775498,Failed patient merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1775595,"AP Interface, ELFS output.",Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1775709,Unable to administer medication on EPMA,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1775885,upload error,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1775908,Cyber alert CC-4773,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1775929,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1776033,Event engine fail Critical - 30th April,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1776084,Clarification on Printing Components Used by EMIS Ascribe Pharmacy system,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1776162,Standalone installation - CS1753363,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1776445,Dose Must be Specified before time warning,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1776470,Fw: Case CS1771662,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1776523,Getting error message on multiple PCs,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1776557,Item not on shopping,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1776563,Pt merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1776583,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1776586,Failed patient merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1776770,BCPC HIS523115 out of sync,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1776864,Eplaination of Label Type and Kind,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1776869,Drug code with outstanding Reqs,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777043,Priority flag in HL7 message to dispensing robots,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777106,Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777125,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777232,EMIS server down,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1777259,EMIS server down,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777393,Nurse supply down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1777432,Invoice missing from batch,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777660,Free Format Labels editing,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777723,Patient merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1777735,CS1741460/ePMA Business Continuity Plan also in relation to CS1694944/ePMA Bu...,User Guidance & Training,How-To Request,High,"Case involves operational guidance, pharmacy usage assistance, or release notes documentation.",No
CS1777855,report suggested ROL and ROQ changes,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1777892,Unable to update cost centre in supplier editor for KENT,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1777946,MFA Available in 10.22?,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1777958,Robot has lost connection with all computers,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1778083,Retravel of additional HTML info added to some templates within the system,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1778172,PN authorisation and new regime issues,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1778189,Edit supplier contract - supplier reference,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1778195,VAT field - Invoice reconciliation,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1778230,Hospital Number: 2124727- Record will not open; the ePMA system freezes.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1778276,Cannot reprint labels if required,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1778295,Fault with SSRS reports,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1778327,User unable to dispense from one specific computer.,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1778395,Nurse supply request is down,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1778787,Emis activation issue,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1778797,Emis Printing,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1778826,Locked antibiotics prescription - please unlock,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1778927,Duplicate ID,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1778961,Robot set up for new terminals installed,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1779145,EDI ordering,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1779229,robot link to dispensing terminals,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1779329,Standalone/BC PCs,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1779417,LIVE 10.23 - Booking CD Stock into System - Error Received,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1779516,Emis/Omnicell Connection,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1779521,Genfin - Not pulling all data through correctly in reports,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1779522,Active prescribers,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1779545,We are getting error messages when changing a ward codes or consultant code,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1779578,Breastfeeding,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1779651,robot not connecting,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1779849,Performance issues accessing the PMR,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1779865,Costing Structure Report extract,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1779983,Ascribe interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1779996,Long Hospital numbers,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1779998,LIVE 10.23 - Alert from S01-PharmRPT01 Server,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1780084,W label type issues,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1780100,Audit log for WOL720R,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1780133,Active user list.,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1780144,Unit value differences seen,Data Management,Data Quality,High,Unit value data discrepancy.,No
CS1780199,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1780316,Missing Records,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1780349,GenFin AP - ELFS output issue,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1780351,Delete Unused Episode,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1780442,New Asset to add to robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1780515,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1780518,Homecare Ordering Issue,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1780622,invoicing,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1780631,Display missing windows,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1780644,Robot database,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1780736,Active User list (2),Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1780850,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1780924,Site 612 - ordering issue,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1781055,Event engine Failures,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1781169,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781249,ROBOT DATABASE,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781268,ERROR WHEN SELECTING REDWOODS WARDSTOCK TAB,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1781343,ERROR WHEN TRYING TI IMPORT,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1781346,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781372,ROQ and ROL levels,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781382,Processing through Omnicell,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1781398,Users initials pushing label out of range,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1781463,Pharmacy EIE interface not working,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781476,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781482,Remove order from EDI,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1781487,regarding: CS1749470 locked out in multiple records at once,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1781572,STUCK INVOICES,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1781621,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781657,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1781718,Cant update an address or cost centre on a supplier profile,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1781796,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1782000,Dose recording not available,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1782185,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1782188,Locked Patient Record,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1782204,Nurse locked in dose,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1782235,Dropped communication with Pyxis,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1782243,Contacts,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1782245,WAM Depot clinic,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1782392,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1782462,Users unable to login,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1782476,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1782482,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1782619,Robot Accessess when dispensing,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1782646,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1782734,Nurse supply request is down,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1782797,Location Codes,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1782813,Stock being issued for ADE198B is not updating the stock levels in ascribe,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1782911,Robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1783016,Remove supplier from GENFIN exclusion list,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1783043,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1783060,New patients now showing in the correct location,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1783082,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1783152,Please see CS1773310,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1783179,Introduce EDI invoicing,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
